"Electricity statistics by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area","Technology","Data Type","Grid connection","Year",Electricity statistics
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",1466.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2021",1376.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2022",1358.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2023",1374.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2024",1374.00
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2015",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2016",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2017",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2018",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2019",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2021",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2022",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2023",-
"Canada","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2024",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2015",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2016",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2017",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2018",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2019",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2021",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2022",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2023",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2024",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2015",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2016",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2017",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2018",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2019",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2021",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2022",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2023",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2024",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2015",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2016",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2017",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2018",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2019",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2021",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2022",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2023",-
"Canada","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2024",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2015",14033.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2016",14033.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2017",14033.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2018",13338.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2019",13338.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2020",12513.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2021",13085.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2022",13085.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2023",12669.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","All","2024",12669.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2015",14033.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2016",14033.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2017",14033.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2018",13338.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2019",13338.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",12513.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2021",13085.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2022",13085.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2023",12669.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","On-grid","2024",12669.00
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2015",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2016",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2017",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2018",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2019",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2021",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2022",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2023",-
"Canada","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2024",-
"Canada","Nuclear","Electricity Generation (GWh)","All","2015",101809.00
"Canada","Nuclear","Electricity Generation (GWh)","All","2016",101429.00
"Canada","Nuclear","Electricity Generation (GWh)","All","2017",101299.00
"Canada","Nuclear","Electricity Generation (GWh)","All","2018",100731.00
"Canada","Nuclear","Electricity Generation (GWh)","All","2019",101197.00
"Canada","Nuclear","Electricity Generation (GWh)","All","2020",98195.00
"Canada","Nuclear","Electricity Generation (GWh)","All","2021",92629.00
"Canada","Nuclear","Electricity Generation (GWh)","All","2022",87239.00
"Canada","Nuclear","Electricity Generation (GWh)","All","2023",89047.00
"Canada","Nuclear","Electricity Generation (GWh)","All","2024",-
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2015",101809.00
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2016",101429.00
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2017",101299.00
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2018",100731.00
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2019",101197.00
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2020",98195.00
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2021",92629.00
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2022",87239.00
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2023",89047.00
"Canada","Nuclear","Electricity Generation (GWh)","On-grid","2024",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2015",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2016",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2017",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2018",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2019",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2021",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2022",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2023",-
"Canada","Nuclear","Electricity Generation (GWh)","Off-grid","2024",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2015",43.00
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2016",45.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2017",46.00
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2018",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2019",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2021",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2022",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2023",38.00
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2024",38.00
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2015",43.00
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2016",45.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2017",46.00
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2018",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2019",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2021",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2022",39.50
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2023",38.00
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2024",38.00
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2015",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2016",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2017",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2018",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2019",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2021",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2022",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2023",-
"Canada","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2024",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2015",261.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2016",306.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2017",328.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2018",343.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2019",298.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2020",450.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2021",501.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2022",434.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2023",477.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","All","2024",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2015",261.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2016",306.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2017",328.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2018",343.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2019",298.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",450.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2021",501.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2022",434.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2023",477.00
"Canada","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2024",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2015",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2016",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2017",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2018",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2019",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2021",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2022",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2023",-
"Canada","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2024",-
